CaseID,Activity,Duration,Duration Float,Time to conclusion,Passed Time,Step
Case 1322,Take in charge ticket,17 days 05:51:14,17.2439,15.0002,32.2441,4
Case 1322,Resolve ticket,0 days 00:00:07,0.0001,15.0001,32.2443,5
Case 1322,Closed,15 days 00:00:10,15.0001,0.0,32.2845,6
Case 4387,Assign seriousness,12 days 23:50:38,12.9935,19.9861,-0.0,1
Case 4387,Take in charge ticket,0 days 00:00:07,0.0001,19.986,15.0001,2
Case 4387,Wait,0 days 00:08:16,0.0057,19.9803,15.0051,3
Case 4387,Take in charge ticket,4 days 23:24:17,4.9752,15.0051,19.9803,4
Case 4387,Resolve ticket,0 days 00:07:10,0.005,15.0001,19.986,5
Case 4387,Closed,15 days 00:00:10,15.0001,-0.0,19.9861,6
Case 3256,Assign seriousness,2 days 17:13:42,2.7178,30.2814,-0.0,1
Case 3256,Take in charge ticket,0 days 00:01:30,0.001,30.2804,16.3,2
Case 3256,Wait,1 days 00:16:55,1.0117,29.2687,16.3002,3
Case 3256,Take in charge ticket,12 days 23:14:37,12.9685,16.3002,29.2687,4
Case 3256,Resolve ticket,0 days 00:00:18,0.0002,16.3,30.2804,5
Case 3256,Closed,16 days 07:11:56,16.3,-0.0,30.2814,6
Case 103,Assign seriousness,0 days 00:18:16,0.0127,39.0656,-0.0,1
Case 103,Take in charge ticket,0 days 07:27:34,0.3108,38.7548,30.0003,2
Case 103,Wait,0 days 19:20:45,0.8061,37.9487,37.0869,3
Case 103,Take in charge ticket,0 days 20:40:36,0.8615,37.0872,37.0872,4
Case 103,Create SW anomaly,0 days 00:00:23,0.0003,37.0869,37.9487,5
Case 103,Resolve ticket,7 days 02:04:39,7.0866,30.0003,38.7548,6
Case 103,Closed,30 days 00:00:26,30.0003,-0.0,39.0656,7
Case 1654,Assign seriousness,0 days 00:00:00,0.0,44.0023,0.0,1
Case 1654,Take in charge ticket,0 days 20:40:02,0.8611,43.1412,43.1408,2
Case 1654,Resolve ticket,0 days 00:00:32,0.0004,43.1408,43.1412,3
Case 1654,Closed,43 days 03:22:43,43.1408,0.0,44.0023,4
Case 275,Assign seriousness,0 days 00:00:00,0.0,35.058,0.0,1
Case 275,Take in charge ticket,20 days 01:18:30,20.0545,15.0035,15.0002,2
Case 275,Resolve ticket,0 days 00:04:41,0.0033,15.0002,15.0035,3
Case 275,Closed,15 days 00:00:19,15.0002,0.0,35.058,4
Case 703,Assign seriousness,0 days 00:00:00,0.0,31.0003,0.0,1
Case 703,Take in charge ticket,1 days 18:21:11,1.7647,29.2356,24.9991,2
Case 703,Wait,0 days 00:01:54,0.0013,29.2343,24.9992,3
Case 703,Take in charge ticket,4 days 05:38:34,4.2351,24.9992,29.2343,4
Case 703,Resolve ticket,0 days 00:00:10,0.0001,24.9991,29.2356,5
Case 703,Closed,24 days 23:58:46,24.9991,0.0,31.0003,6
Case 2746,Assign seriousness,0 days 00:00:00,0.0,31.0006,0.0,1
Case 2746,Take in charge ticket,5 days 23:06:59,5.9632,25.0374,25.0371,2
Case 2746,Resolve ticket,0 days 00:00:28,0.0003,25.0371,25.0374,3
Case 2746,Closed,25 days 00:53:27,25.0371,0.0,31.0006,4
Case 2460,Assign seriousness,0 days 00:00:00,0.0,31.0064,0.0,1
Case 2460,Take in charge ticket,0 days 02:48:50,0.1172,30.8892,30.884,2
Case 2460,Resolve ticket,0 days 00:07:26,0.0052,30.884,30.8892,3
Case 2460,Closed,30 days 21:12:58,30.884,0.0,31.0064,4
Case 1080,Insert ticket,0 days 00:00:00,0.0,36.2229,0.0,1
Case 1080,Assign seriousness,0 days 00:00:09,0.0001,36.2228,15.0002,2
Case 1080,Take in charge ticket,0 days 00:00:35,0.0004,36.2224,15.0012,3
Case 1080,Wait,0 days 00:16:16,0.0113,36.2111,36.2111,4
Case 1080,Take in charge ticket,21 days 05:02:14,21.2099,15.0012,36.2224,5
Case 1080,Resolve ticket,0 days 00:01:29,0.001,15.0002,36.2228,6
Case 1080,Closed,15 days 00:00:16,15.0002,0.0,36.2229,7
Case 1351,Insert ticket,0 days 00:00:00,0.0,51.081,0.0,1
Case 1351,Assign seriousness,0 days 03:49:57,0.1597,50.9213,30.0003,2
Case 1351,Take in charge ticket,7 days 01:27:12,7.0606,43.8607,43.8607,3
Case 1351,Resolve ticket,13 days 20:38:57,13.8604,30.0003,50.9213,4
Case 1351,Closed,30 days 00:00:27,30.0003,0.0,51.081,5
Case 4275,Assign seriousness,0 days 00:00:00,0.0,33.0062,0.0,1
Case 4275,Take in charge ticket,0 days 03:10:43,0.1324,32.8738,15.0407,2
Case 4275,Wait,3 days 19:11:24,3.7996,29.0742,15.0408,3
Case 4275,Take in charge ticket,14 days 00:48:04,14.0334,15.0408,29.0742,4
Case 4275,Resolve ticket,0 days 00:00:07,0.0001,15.0407,32.8738,5
Case 4275,Closed,15 days 00:58:35,15.0407,0.0,33.0062,6
Case 1872,Assign seriousness,0 days 00:00:00,0.0,44.0052,-0.0,1
Case 1872,Take in charge ticket,0 days 00:00:11,0.0001,44.0051,40.0718,2
Case 1872,Resolve ticket,3 days 22:23:56,3.9333,40.0718,44.0051,3
Case 1872,Closed,40 days 01:43:27,40.0718,-0.0,44.0052,4
Case 2706,Assign seriousness,0 days 00:00:00,0.0,33.0067,0.0,1
Case 2706,Take in charge ticket,0 days 00:19:04,0.0132,32.9935,32.9922,2
Case 2706,Resolve ticket,0 days 00:01:54,0.0013,32.9922,32.9935,3
Case 2706,Closed,32 days 23:48:49,32.9922,0.0,33.0067,4
Case 2590,Insert ticket,0 days 00:00:00,0.0,48.0009,-0.0,1
Case 2590,Assign seriousness,0 days 00:02:35,0.0018,47.9991,47.8565,2
Case 2590,Take in charge ticket,0 days 03:24:51,0.1423,47.8568,47.8568,3
Case 2590,Resolve ticket,0 days 00:00:26,0.0003,47.8565,47.9991,4
Case 2590,Closed,47 days 20:33:24,47.8565,-0.0,48.0009,5
Case 203,Assign seriousness,0 days 00:00:00,0.0,33.0016,0.0,1
Case 203,Take in charge ticket,0 days 02:04:38,0.0866,32.915,28.0944,2
Case 203,Resolve ticket,4 days 19:41:36,4.8206,28.0944,32.915,3
Case 203,Closed,28 days 02:16:00,28.0944,0.0,33.0016,4
Case 3911,Assign seriousness,0 days 00:00:25,0.0003,48.0068,0.0,1
Case 3911,Take in charge ticket,3 days 06:30:04,3.2709,44.7359,44.7358,2
Case 3911,Resolve ticket,0 days 00:00:08,0.0001,44.7358,44.7359,3
Case 3911,Closed,44 days 17:39:32,44.7358,0.0,48.0068,4
Case 2816,Assign seriousness,0 days 00:00:00,0.0,33.0061,-0.0,1
Case 2816,Take in charge ticket,0 days 00:01:22,0.0009,33.0052,29.0288,2
Case 2816,Create SW anomaly,0 days 00:00:07,0.0001,33.0051,33.0051,3
Case 2816,Resolve ticket,3 days 23:25:55,3.9763,29.0288,33.0052,4
Case 2816,Closed,29 days 00:41:25,29.0288,-0.0,33.0061,5
Case 3132,Assign seriousness,0 days 00:00:00,0.0,31.0058,0.0,1
Case 3132,Take in charge ticket,0 days 00:00:19,0.0002,31.0056,31.0046,2
Case 3132,Resolve ticket,0 days 00:01:24,0.001,31.0046,31.0056,3
Case 3132,Closed,31 days 00:06:40,31.0046,0.0,31.0058,4
Case 3607,Assign seriousness,0 days 00:00:00,0.0,38.2653,-0.0,1
Case 3607,Take in charge ticket,23 days 06:17:57,23.2625,15.0028,15.0002,2
Case 3607,Resolve ticket,0 days 00:03:44,0.0026,15.0002,15.0028,3
Case 3607,Closed,15 days 00:00:21,15.0002,-0.0,38.2653,4
Case 1774,Insert ticket,0 days 00:00:00,0.0,37.004,0.0,1
Case 1774,Assign seriousness,0 days 00:50:23,0.035,36.969,30.9611,2
Case 1774,Take in charge ticket,6 days 00:08:24,6.0058,30.9632,30.9632,3
Case 1774,Resolve ticket,0 days 00:02:58,0.0021,30.9611,36.969,4
Case 1774,Closed,30 days 23:04:01,30.9611,0.0,37.004,5
Case 2983,Assign seriousness,0 days 00:00:00,0.0,31.0026,0.0,1
Case 2983,Take in charge ticket,0 days 01:52:59,0.0785,30.9241,30.9222,2
Case 2983,Resolve ticket,0 days 00:02:41,0.0019,30.9222,30.9241,3
Case 2983,Closed,30 days 22:07:55,30.9222,0.0,31.0026,4
Case 4066,Assign seriousness,0 days 00:00:00,0.0,46.0013,0.0,1
Case 4066,Take in charge ticket,5 days 02:07:20,5.0884,40.9129,40.691,2
Case 4066,Resolve ticket,0 days 05:19:36,0.2219,40.691,40.9129,3
Case 4066,Closed,40 days 16:35:01,40.691,0.0,46.0013,4
Case 2057,Assign seriousness,0 days 00:00:00,0.0,56.0236,0.0,1
Case 2057,Take in charge ticket,26 days 00:33:20,26.0231,30.0005,30.0003,2
Case 2057,Resolve ticket,0 days 00:00:20,0.0002,30.0003,30.0005,3
Case 2057,Closed,30 days 00:00:26,30.0003,0.0,56.0236,4
Case 4150,Assign seriousness,0 days 00:00:00,0.0,31.0274,-0.0,1
Case 4150,Wait,4 days 20:26:11,4.8515,26.1759,15.0001,2
Case 4150,Take in charge ticket,2 days 05:06:45,2.213,23.9629,23.9629,3
Case 4150,Resolve ticket,8 days 23:06:25,8.9628,15.0001,26.1759,4
Case 4150,Closed,15 days 00:00:11,15.0001,-0.0,31.0274,5
Case 101,Insert ticket,0 days 00:00:00,0.0,48.0021,-0.0,1
Case 101,Assign seriousness,0 days 00:31:00,0.0215,47.9806,37.2203,2
Case 101,Take in charge ticket,10 days 17:17:32,10.7205,37.2601,37.2601,3
Case 101,Resolve ticket,0 days 00:57:20,0.0398,37.2203,47.9806,4
Case 101,Closed,37 days 05:17:17,37.2203,-0.0,48.0021,5
Case 2053,Insert ticket,0 days 00:00:00,0.0,38.2338,-0.0,1
Case 2053,Assign seriousness,0 days 00:00:43,0.0005,38.2333,15.0002,2
Case 2053,Take in charge ticket,1 days 05:47:09,1.2411,36.9922,15.0033,3
Case 2053,Wait,0 days 00:00:41,0.0005,36.9917,31.063,4
Case 2053,Take in charge ticket,5 days 21:43:55,5.9055,31.0862,31.0862,5
Case 2053,Wait,0 days 00:33:22,0.0232,31.063,36.9917,6
Case 2053,Take in charge ticket,16 days 01:25:56,16.0597,15.0033,36.9922,7
Case 2053,Resolve ticket,0 days 00:04:28,0.0031,15.0002,38.2333,8
Case 2053,Closed,15 days 00:00:20,15.0002,-0.0,38.2338,9
Case 3415,Assign seriousness,0 days 00:00:00,0.0,44.0017,0.0,1
Case 3415,Take in charge ticket,0 days 00:25:46,0.0179,43.9838,43.8939,2
Case 3415,Wait,0 days 00:01:06,0.0008,43.983,43.894,3
Case 3415,Take in charge ticket,0 days 02:08:09,0.089,43.894,43.983,4
Case 3415,Resolve ticket,0 days 00:00:07,0.0001,43.8939,43.9838,5
Case 3415,Closed,43 days 21:27:12,43.8939,0.0,44.0017,6
Case 838,Assign seriousness,0 days 00:00:00,0.0,53.0733,0.0,1
Case 838,Take in charge ticket,0 days 00:09:25,0.0065,53.0668,15.0001,2
Case 838,Resolve ticket,38 days 01:36:01,38.0667,15.0001,53.0668,3
Case 838,Closed,15 days 00:00:11,15.0001,0.0,53.0733,4
Case 2389,Insert ticket,0 days 00:00:00,0.0,31.006,0.0,1
Case 2389,Assign seriousness,0 days 05:12:50,0.2172,30.7888,29.7747,2
Case 2389,Take in charge ticket,1 days 00:19:55,1.0138,29.775,29.775,3
Case 2389,Resolve ticket,0 days 00:00:23,0.0003,29.7747,30.7888,4
Case 2389,Closed,29 days 18:35:31,29.7747,0.0,31.006,5
Case 4524,Assign seriousness,0 days 00:00:00,0.0,44.0058,0.0,1
Case 4524,Take in charge ticket,0 days 00:03:29,0.0024,44.0034,44.0017,2
Case 4524,Resolve ticket,0 days 00:02:24,0.0017,44.0017,44.0034,3
Case 4524,Closed,44 days 00:02:30,44.0017,0.0,44.0058,4
Case 1809,Assign seriousness,0 days 00:00:00,0.0,37.1392,0.0,1
Case 1809,Take in charge ticket,22 days 03:01:30,22.126,15.0132,15.0002,2
Case 1809,Resolve ticket,0 days 00:18:47,0.013,15.0002,15.0132,3
Case 1809,Closed,15 days 00:00:18,15.0002,0.0,37.1392,4
Case 1173,Assign seriousness,0 days 00:00:00,0.0,37.8234,0.0,1
Case 1173,Take in charge ticket,8 days 00:51:09,8.0355,29.7879,15.0003,2
Case 1173,Wait,0 days 17:37:58,0.7347,29.0532,15.8454,3
Case 1173,Take in charge ticket,5 days 00:33:38,5.0234,24.0298,18.0705,4
Case 1173,Create SW anomaly,0 days 01:00:21,0.0419,23.9879,23.9879,5
Case 1173,Resolve ticket,5 days 22:01:01,5.9174,18.0705,24.0298,6
Case 1173,Take in charge ticket,2 days 05:24:11,2.2251,15.8454,29.0532,7
Case 1173,Resolve ticket,0 days 20:17:00,0.8451,15.0003,29.7879,8
Case 1173,Closed,15 days 00:00:29,15.0003,0.0,37.8234,9
Case 4477,Assign seriousness,0 days 00:00:00,0.0,46.0033,0.0,1
Case 4477,Take in charge ticket,0 days 00:31:46,0.0221,45.9812,41.0518,2
Case 4477,Resolve ticket,4 days 22:18:17,4.9294,41.0518,45.9812,3
Case 4477,Closed,41 days 01:14:33,41.0518,0.0,46.0033,4
Case 2835,Assign seriousness,0 days 00:00:00,0.0,44.0006,-0.0,1
Case 2835,Take in charge ticket,0 days 01:56:27,0.0809,43.9197,36.957,2
Case 2835,Wait,0 days 00:02:41,0.0019,43.9178,36.9571,3
Case 2835,Take in charge ticket,6 days 23:03:25,6.9607,36.9571,43.9178,4
Case 2835,Resolve ticket,0 days 00:00:06,0.0001,36.957,43.9197,5
Case 2835,Closed,36 days 22:58:05,36.957,-0.0,44.0006,6
Case 1099,Assign seriousness,0 days 00:00:00,0.0,44.0067,0.0,1
Case 1099,Take in charge ticket,4 days 20:06:19,4.8377,39.169,39.1688,2
Case 1099,Resolve ticket,0 days 00:00:19,0.0002,39.1688,39.169,3
Case 1099,Closed,39 days 04:03:06,39.1688,0.0,44.0067,4
Case 1446,Assign seriousness,0 days 16:06:46,0.6714,43.2573,0.0,1
Case 1446,Take in charge ticket,0 days 00:00:16,0.0002,43.2571,0.0321,2
Case 1446,Resolve ticket,0 days 02:46:44,0.1158,43.1413,0.0326,3
Case 1446,Take in charge ticket,19 days 23:55:16,19.9967,23.1446,11.1867,4
Case 1446,Wait,11 days 22:59:23,11.9579,11.1867,23.1446,5
Case 1446,Take in charge ticket,11 days 03:41:56,11.1541,0.0326,43.1413,6
Case 1446,Resolve ticket,0 days 00:00:39,0.0005,0.0321,43.2571,7
Case 1446,Closed,0 days 00:46:13,0.0321,0.0,43.2573,8
Case 234,Assign seriousness,4 days 20:14:56,4.8437,38.9152,0.0,1
Case 234,Take in charge ticket,8 days 21:57:20,8.9148,30.0004,30.0002,2
Case 234,Resolve ticket,0 days 00:00:15,0.0002,30.0002,30.0004,3
Case 234,Closed,30 days 00:00:15,30.0002,0.0,38.9152,4
Case 4101,Assign seriousness,0 days 00:00:00,0.0,44.004,0.0,1
Case 4101,Take in charge ticket,0 days 00:26:28,0.0184,43.9856,37.9619,2
Case 4101,Resolve ticket,0 days 00:00:14,0.0002,43.9854,37.963,3
Case 4101,Take in charge ticket,1 days 00:52:10,1.0362,42.9492,42.9212,4
Case 4101,Wait,0 days 00:40:15,0.028,42.9212,42.9492,5
Case 4101,Take in charge ticket,4 days 22:59:51,4.9582,37.963,43.9854,6
Case 4101,Resolve ticket,0 days 00:01:31,0.0011,37.9619,43.9856,7
Case 4101,Closed,37 days 23:05:11,37.9619,0.0,44.004,8
Case 2639,Assign seriousness,0 days 00:00:00,0.0,44.9695,-0.0,1
Case 2639,Take in charge ticket,29 days 23:15:29,29.9691,15.0004,15.0002,2
Case 2639,Resolve ticket,0 days 00:00:16,0.0002,15.0002,15.0004,3
Case 2639,Closed,15 days 00:00:21,15.0002,-0.0,44.9695,4
Case 3680,Assign seriousness,0 days 00:00:00,0.0,44.007,0.0,1
Case 3680,Take in charge ticket,2 days 03:29:45,2.1457,41.8613,41.8467,2
Case 3680,Resolve ticket,0 days 00:21:04,0.0146,41.8467,41.8613,3
Case 3680,Closed,41 days 20:19:15,41.8467,0.0,44.007,4
Case 1755,Assign seriousness,0 days 00:04:43,0.0033,42.0095,-0.0,1
Case 1755,Take in charge ticket,0 days 00:00:10,0.0001,42.0094,15.0001,2
Case 1755,Wait,0 days 05:12:00,0.2167,41.7927,28.9075,3
Case 1755,Resolve ticket,6 days 17:47:11,6.7411,35.0516,35.0516,4
Case 1755,Take in charge ticket,6 days 03:27:27,6.1441,28.9075,41.7927,5
Case 1755,Resolve ticket,13 days 21:46:40,13.9074,15.0001,42.0094,6
Case 1755,Closed,15 days 00:00:06,15.0001,-0.0,42.0095,7
Case 4169,Assign seriousness,0 days 00:00:00,0.0,44.0071,0.0,1
Case 4169,Take in charge ticket,0 days 22:53:10,0.9536,43.0535,42.9649,2
Case 4169,Resolve ticket,0 days 02:07:36,0.0886,42.9649,43.0535,3
Case 4169,Closed,42 days 23:09:25,42.9649,0.0,44.0071,4
Case 4342,Assign seriousness,0 days 00:00:00,0.0,45.0179,-0.0,1
Case 4342,Take in charge ticket,29 days 23:52:56,29.9951,15.0228,15.0001,2
Case 4342,Resolve ticket,0 days 00:32:39,0.0227,15.0001,15.0228,3
Case 4342,Closed,15 days 00:00:09,15.0001,-0.0,45.0179,4
Case 111,Assign seriousness,0 days 00:00:00,0.0,37.0067,-0.0,1
Case 111,Take in charge ticket,0 days 01:15:38,0.0525,36.9542,34.0011,2
Case 111,Resolve ticket,0 days 16:48:38,0.7004,36.2538,34.0022,3
Case 111,Take in charge ticket,0 days 06:13:56,0.2597,35.9941,35.2156,4
Case 111,Wait,0 days 18:41:03,0.7785,35.2156,35.9941,5
Case 111,Take in charge ticket,1 days 05:07:15,1.2134,34.0022,36.2538,6
Case 111,Resolve ticket,0 days 00:01:34,0.0011,34.0011,36.9542,7
Case 111,Closed,34 days 00:01:32,34.0011,-0.0,37.0067,8
Case 2338,Assign seriousness,0 days 00:00:00,0.0,48.7113,0.0,1
Case 2338,Take in charge ticket,8 days 23:34:14,8.9821,39.7292,15.0002,2
Case 2338,Resolve ticket,0 days 00:02:45,0.0019,39.7273,15.0003,3
Case 2338,Take in charge ticket,7 days 16:47:50,7.6999,32.0274,18.8326,4
Case 2338,Wait,13 days 04:40:28,13.1948,18.8326,32.0274,5
Case 2338,Take in charge ticket,3 days 19:58:31,3.8323,15.0003,39.7273,6
Case 2338,Resolve ticket,0 days 00:00:09,0.0001,15.0002,39.7292,7
Case 2338,Closed,15 days 00:00:16,15.0002,0.0,48.7113,8
Case 1783,Assign seriousness,0 days 00:00:00,0.0,36.6778,0.0,1
Case 1783,Take in charge ticket,21 days 16:15:38,21.6775,15.0003,15.0001,2
Case 1783,Resolve ticket,0 days 00:00:14,0.0002,15.0001,15.0003,3
Case 1783,Closed,15 days 00:00:12,15.0001,0.0,36.6778,4
Case 971,Insert ticket,0 days 00:00:00,0.0,44.0086,-0.0,1
Case 971,Assign seriousness,0 days 00:00:26,0.0003,44.0083,36.6676,2
Case 971,Take in charge ticket,0 days 00:00:08,0.0001,44.0082,44.0082,3
Case 971,Resolve ticket,7 days 08:10:30,7.3406,36.6676,44.0083,4
Case 971,Closed,36 days 16:01:22,36.6676,-0.0,44.0086,5
Case 3750,Assign seriousness,0 days 00:00:00,0.0,32.0014,0.0,1
Case 3750,Take in charge ticket,0 days 00:21:37,0.015,31.9864,31.9007,2
Case 3750,Resolve ticket,0 days 02:03:22,0.0857,31.9007,31.9864,3
Case 3750,Closed,31 days 21:37:02,31.9007,0.0,32.0014,4
Case 2940,Assign seriousness,0 days 00:00:00,0.0,43.0411,0.0,1
Case 2940,Take in charge ticket,27 days 05:26:46,27.2269,15.8142,15.0002,2
Case 2940,Resolve ticket,0 days 19:32:13,0.814,15.0002,15.8142,3
Case 2940,Closed,15 days 00:00:21,15.0002,0.0,43.0411,4
Case 2058,Assign seriousness,0 days 00:00:00,0.0,36.1667,0.0,1
Case 2058,Take in charge ticket,21 days 03:52:54,21.1617,15.005,15.0001,2
Case 2058,Resolve ticket,0 days 00:07:07,0.0049,15.0001,15.005,3
Case 2058,Closed,15 days 00:00:10,15.0001,0.0,36.1667,4
Case 1204,Assign seriousness,0 days 00:00:00,0.0,51.0736,0.0,1
Case 1204,Take in charge ticket,29 days 04:17:20,29.1787,21.8949,15.0003,2
Case 1204,Wait,0 days 00:12:36,0.0088,21.8861,16.0016,3
Case 1204,Take in charge ticket,0 days 18:30:05,0.7709,21.1152,21.1149,4
Case 1204,Resolve ticket,0 days 00:00:30,0.0003,21.1149,21.1152,5
Case 1204,Take in charge ticket,5 days 02:43:05,5.1133,16.0016,21.8861,6
Case 1204,Resolve ticket,1 days 00:01:55,1.0013,15.0003,21.8949,7
Case 1204,Closed,15 days 00:00:23,15.0003,0.0,51.0736,8
Case 547,Assign seriousness,0 days 00:00:00,0.0,55.9846,0.0,1
Case 547,Wait,0 days 00:14:44,0.0102,55.9744,15.0001,2
Case 547,Take in charge ticket,13 days 18:08:05,13.7556,42.2188,15.0006,3
Case 547,Wait,0 days 00:39:42,0.0276,42.1912,42.1912,4
Case 547,Take in charge ticket,27 days 04:34:31,27.1906,15.0006,42.2188,5
Case 547,Resolve ticket,0 days 00:00:41,0.0005,15.0001,55.9744,6
Case 547,Closed,15 days 00:00:09,15.0001,0.0,55.9846,7
Case 2175,Assign seriousness,0 days 00:00:00,0.0,59.0235,0.0,1
Case 2175,Take in charge ticket,29 days 00:33:18,29.0231,30.0004,30.0003,2
Case 2175,Resolve ticket,0 days 00:00:09,0.0001,30.0003,30.0004,3
Case 2175,Closed,30 days 00:00:24,30.0003,0.0,59.0235,4
Case 3554,Assign seriousness,0 days 00:00:00,0.0,44.0048,0.0,1
Case 3554,Take in charge ticket,0 days 00:07:50,0.0054,43.9994,43.9919,2
Case 3554,Resolve ticket,0 days 00:10:48,0.0075,43.9919,43.9994,3
Case 3554,Closed,43 days 23:48:22,43.9919,0.0,44.0048,4
Case 455,Assign seriousness,0 days 00:00:00,0.0,34.993,-0.0,1
Case 455,Take in charge ticket,11 days 00:52:27,11.0364,23.9566,15.0002,2
Case 455,Wait,2 days 04:38:13,2.1932,21.7634,15.0003,3
Case 455,Take in charge ticket,6 days 18:18:50,6.7631,15.0003,21.7634,4
Case 455,Resolve ticket,0 days 00:00:09,0.0001,15.0002,23.9566,5
Case 455,Closed,15 days 00:00:13,15.0002,-0.0,34.993,6
Case 3167,Assign seriousness,0 days 00:00:00,0.0,33.0061,0.0,1
Case 3167,Take in charge ticket,0 days 00:04:52,0.0034,33.0027,33.0017,2
Case 3167,Resolve ticket,0 days 00:01:26,0.001,33.0017,33.0027,3
Case 3167,Closed,33 days 00:02:25,33.0017,0.0,33.0061,4
Case 3693,Assign seriousness,0 days 00:00:00,0.0,35.0057,-0.0,1
Case 3693,Take in charge ticket,0 days 00:35:19,0.0245,34.9812,34.9595,2
Case 3693,Resolve ticket,0 days 00:31:13,0.0217,34.9595,34.9812,3
Case 3693,Closed,34 days 23:01:43,34.9595,-0.0,35.0057,4
Case 321,Assign seriousness,0 days 02:39:58,0.1111,43.8941,0.0,1
Case 321,Take in charge ticket,0 days 04:10:16,0.1738,43.7203,42.8893,2
Case 321,Wait,0 days 00:11:46,0.0082,43.7121,42.9065,3
Case 321,Take in charge ticket,0 days 19:20:05,0.8056,42.9065,43.7121,4
Case 321,Resolve ticket,0 days 00:24:43,0.0172,42.8893,43.7203,5
Case 321,Closed,42 days 21:20:39,42.8893,0.0,43.8941,6
Case 3553,Insert ticket,0 days 00:00:00,0.0,40.9977,-0.0,1
Case 3553,Assign seriousness,0 days 22:19:08,0.93,40.0677,15.0002,2
Case 3553,Take in charge ticket,0 days 03:26:18,0.1433,39.9244,15.0003,3
Case 3553,Wait,0 days 00:03:00,0.0021,39.9223,39.9223,4
Case 3553,Take in charge ticket,24 days 22:07:39,24.922,15.0003,39.9244,5
Case 3553,Resolve ticket,0 days 00:00:07,0.0001,15.0002,40.0677,6
Case 3553,Closed,15 days 00:00:21,15.0002,-0.0,40.9977,7
Case 1282,Insert ticket,0 days 00:00:00,0.0,42.8391,0.0,1
Case 1282,Assign seriousness,0 days 20:39:16,0.8606,41.9785,15.0002,2
Case 1282,Take in charge ticket,0 days 03:30:28,0.1462,41.8323,15.0004,3
Case 1282,Wait,0 days 00:00:15,0.0002,41.8321,41.8321,4
Case 1282,Take in charge ticket,26 days 19:57:43,26.8317,15.0004,41.8323,5
Case 1282,Resolve ticket,0 days 00:00:17,0.0002,15.0002,41.9785,6
Case 1282,Closed,15 days 00:00:15,15.0002,0.0,42.8391,7
Case 2892,Assign seriousness,0 days 00:00:00,0.0,51.0209,0.0,1
Case 2892,Take in charge ticket,36 days 00:29:26,36.0204,15.0005,15.0002,2
Case 2892,Resolve ticket,0 days 00:00:25,0.0003,15.0002,15.0005,3
Case 2892,Closed,15 days 00:00:20,15.0002,0.0,51.0209,4
Case 2370,Assign seriousness,0 days 00:00:00,0.0,54.9523,-0.0,1
Case 2370,Take in charge ticket,24 days 22:50:27,24.9517,30.0006,30.0002,2
Case 2370,Resolve ticket,0 days 00:00:31,0.0004,30.0002,30.0006,3
Case 2370,Closed,30 days 00:00:18,30.0002,-0.0,54.9523,4
Case 1180,Assign seriousness,0 days 00:00:00,0.0,55.0672,0.0,1
Case 1180,Take in charge ticket,38 days 19:03:48,38.7943,16.2729,15.0002,2
Case 1180,Wait,0 days 00:00:10,0.0001,16.2728,15.0007,3
Case 1180,Take in charge ticket,1 days 06:31:50,1.2721,15.0007,16.2728,4
Case 1180,Resolve ticket,0 days 00:00:44,0.0005,15.0002,16.2729,5
Case 1180,Closed,15 days 00:00:14,15.0002,0.0,55.0672,6
Case 2457,Assign seriousness,0 days 00:00:00,0.0,54.8883,0.0,1
Case 2457,Take in charge ticket,39 days 21:16:36,39.8865,15.0018,15.0001,2
Case 2457,Resolve ticket,0 days 00:02:28,0.0017,15.0001,15.0018,3
Case 2457,Closed,15 days 00:00:08,15.0001,0.0,54.8883,4
Case 1528,Assign seriousness,0 days 00:10:50,0.0075,34.9931,0.0,1
Case 1528,Take in charge ticket,0 days 17:40:37,0.7365,34.2566,31.3597,2
Case 1528,Resolve ticket,0 days 00:31:59,0.0222,34.2344,31.3692,3
Case 1528,Take in charge ticket,2 days 20:44:23,2.8642,31.3702,31.3693,4
Case 1528,Create SW anomaly,0 days 00:00:09,0.0001,31.3701,31.37,5
Case 1528,Resolve ticket,0 days 00:00:08,0.0001,31.37,31.3701,6
Case 1528,Take in charge ticket,0 days 00:00:59,0.0007,31.3693,31.3702,7
Case 1528,Create SW anomaly,0 days 00:00:05,0.0001,31.3692,34.2344,8
Case 1528,Resolve ticket,0 days 00:13:37,0.0095,31.3597,34.2566,9
